object_name,collection,zone,cx,cy,bottom_z,ground_z,gap_m,action
Bush_F087,Collection,other,-166.25,-149.08,-2.798,-2.653,-0.144,ok
Monticulo_07,Collection,other,-91.39,212.27,0.196,0.34,-0.144,ok
Monticulo_Tierra_11,Collection,other,102.94,57.56,13.822,13.966,-0.144,ok
Pasto_Alto_Z2_01,Collection,other,-58.34,44.09,1.03,1.173,-0.144,ok
Rock_Old_121,Collection,other,86.37,54.39,15.388,15.532,-0.144,ok
Bush_F012,Collection,other,-156.37,-115.0,2.017,2.16,-0.143,ok
Bush_F039,Collection,other,-120.28,-60.06,1.241,1.383,-0.143,ok
Bush_F063,Collection,other,-155.56,-157.85,-2.901,-2.759,-0.143,ok
Bush_F081,Collection,other,-59.22,-105.62,8.378,8.521,-0.143,ok
Monticulo_08,Collection,other,-79.87,208.4,1.229,1.372,-0.143,ok
Rock_F04,Collection,other,-63.57,-121.09,8.2,8.343,-0.143,ok
Rock_Old_120,Collection,other,82.31,59.17,14.638,14.78,-0.143,ok
Monticulo_Tierra_07,Collection,other,39.63,200.99,1.803,1.945,-0.142,ok
Monticulo_Tierra_08,Collection,other,157.67,60.24,13.963,14.105,-0.142,ok
Rock_Old_037,Collection,other,-142.12,89.52,-1.586,-1.444,-0.142,ok
Monticulo_Tierra_09,Collection,other,38.07,209.97,1.215,1.356,-0.141,ok
Monticulo_Tierra_04,Collection,other,42.49,205.63,1.299,1.438,-0.139,ok
Monti_03,Collection,other,73.43,52.47,16.233,16.37,-0.137,ok
Rock_Old_078,Collection,other,197.5,183.57,5.952,6.089,-0.137,ok
Rock_Old_065,Collection,other,22.28,71.51,8.353,8.49,-0.136,ok
Log_A09,Collection,other,-165.1,44.93,3.214,3.348,-0.135,ok
Rock_F00,Collection,other,-119.22,-146.09,2.613,2.747,-0.134,ok
Rock_M14,Collection,other,215.58,-97.99,50.699,50.833,-0.134,ok
Bush_Old_062,Collection,other,-216.01,67.54,3.49,3.623,-0.133,ok
Ribera_14_-1_3,Collection,other,-13.66,-26.29,6.693,6.826,-0.133,ok
Lib_Rock_06.001,Collection,other,-45.78,30.87,3.298,3.427,-0.129,ok
Ribera_0_1_1,Collection,other,-110.74,-105.83,3.22,3.349,-0.128,ok
Log_A08,Collection,other,-33.69,120.62,0.747,0.874,-0.126,ok
Rock_Old_104,Collection,other,-8.0,-38.0,9.382,9.257,0.125,ok
Ribera_5_1_3,Collection,other,-75.99,-70.38,2.948,3.069,-0.122,ok
Lib_Tree_18.019,Collection,other,-130.6,-47.6,-0.435,-0.315,-0.12,ok
Monticulo_Tierra_00,Collection,other,150.0,52.32,15.82,15.94,-0.12,ok
Log_A05,Collection,other,-24.13,-41.73,6.411,6.53,-0.119,ok
Lib_Tree_20.009,Collection,other,-148.16,-38.56,-1.468,-1.585,0.117,ok
Bush_Old_113,Collection,other,-79.68,214.04,1.485,1.602,-0.116,ok
Ribera_0_-1_2,Collection,other,-105.12,-112.25,3.57,3.685,-0.116,ok
Lib_Rock_05.001,Collection,other,-75.45,45.39,-0.152,-0.036,-0.115,ok
Lib_Tree_18.021,Collection,other,-95.65,-45.55,1.074,1.189,-0.115,ok
Lib_Tree_21.019,Collection,other,-86.63,-153.91,5.194,5.079,0.115,ok
Rock_M07,Collection,other,193.02,-128.81,80.888,81.004,-0.115,ok
Ribera_10_1_1,Collection,other,-50.59,-44.64,2.406,2.52,-0.114,ok
Rock_Old_126,Collection,other,-85.35,-60.59,1.903,2.017,-0.114,ok
Lib_Tree_19.017,Collection,other,-176.78,-31.91,-1.838,-1.727,-0.111,ok
Rock_Old_080,Collection,C_rural,144.93,143.0,5.01,5.12,-0.11,ok
Ribera_6_1_2,Collection,other,-71.46,-63.99,2.356,2.465,-0.109,ok
Log_A06,Collection,other,-57.84,123.28,0.799,0.907,-0.108,ok
Log_A13,Collection,other,-174.63,67.15,2.787,2.894,-0.107,ok
Rock_Old_123,Collection,other,-87.38,-41.58,0.707,0.814,-0.107,ok
Monti_11,Collection,other,-3.29,-75.25,15.585,15.691,-0.106,ok
Ribera_7_1_3,Collection,other,-66.1,-57.29,1.947,2.053,-0.106,ok
Log_A10,Collection,other,-88.91,-74.43,3.149,3.254,-0.105,ok
Rock_M44,Collection,other,120.86,-216.18,64.298,64.402,-0.104,ok
Ribera_11_1_3,Collection,other,-44.04,-38.24,2.715,2.818,-0.103,ok
Rock_Old_011,Collection,other,-189.35,55.98,4.87,4.972,-0.102,ok
Log_A12,Collection,other,47.32,-111.14,41.359,41.46,-0.101,ok
Monti_00,Collection,other,43.77,-80.49,34.163,34.263,-0.1,ok
Lib_Tree_19.002,Collection,other,-81.61,23.97,1.11,1.012,0.098,ok
Lib_Tree_20.022,Collection,other,88.2,42.44,17.732,17.829,-0.097,ok
Rock_M16,Collection,other,67.29,-158.49,54.87,54.774,0.097,ok
Lib_Tree_19.014,Collection,other,-52.59,-75.11,6.141,6.044,0.096,ok
Lib_Tree_19.025,Collection,other,14.87,98.72,5.878,5.783,0.096,ok
Lib_Shrub_07.007,Collection,C_rural,103.24,148.33,3.629,3.534,0.095,ok
Lib_Tree_21.006,Collection,other,-187.16,-50.97,-0.988,-0.893,-0.095,ok
Lib_Tree_19.016,Collection,other,-52.77,-60.37,4.047,3.953,0.094,ok
Lib_Tree_18.006,Collection,other,-123.08,-161.77,2.065,1.972,0.093,ok
Ribera_18_-1_0,Collection,other,13.65,-2.61,15.049,14.956,0.093,ok
Lib_Tree_21.018,Collection,other,-166.97,-112.58,1.173,1.081,0.092,ok
Rock_M35,Collection,other,87.98,-183.03,64.074,63.982,0.092,ok
Rock_M00,Collection,other,104.34,-203.69,64.809,64.718,0.091,ok
Bush_Old_172,Collection,other,15.7,74.31,7.615,7.706,-0.09,ok
Lib_Tree_19.027,Collection,other,-171.12,61.32,2.972,2.883,0.09,ok
Lib_Tree_20.003,Collection,other,-181.17,-21.44,-1.311,-1.397,0.086,ok
Lib_Tree_21.012,Collection,other,-5.73,-124.7,17.441,17.356,0.085,ok
Monti_08,Collection,other,51.43,-72.57,36.252,36.337,-0.085,ok
Lib_Tree_20.027,Collection,other,-197.47,79.58,3.659,3.744,-0.084,ok
Rock_M37,Collection,other,102.15,-203.24,63.599,63.68,-0.081,ok
Lib_Tree_18.002,Collection,other,-115.25,-94.47,3.051,3.131,-0.08,ok
Rock_M08,Collection,other,139.48,-193.31,85.247,85.326,-0.08,ok
Rock_Old_007,Collection,other,-165.53,85.57,0.452,0.373,0.079,ok
Lib_Tree_19.038,Collection,other,-121.2,-92.93,2.976,2.9,0.076,ok
Lib_Tree_18.010,Collection,other,-216.33,-81.1,-0.259,-0.184,-0.075,ok
Lib_Tree_20.030,Collection,other,-171.65,59.06,3.014,3.09,-0.075,ok
Bush_Old_174,Collection,other,32.11,62.98,10.613,10.687,-0.074,ok
Lib_Tree_21.024,Collection,other,-109.02,203.22,-0.167,-0.094,-0.073,ok
Rock_M06,Collection,other,102.01,-216.17,56.122,56.196,-0.073,ok
Lib_Tree_21.027,Collection,other,-138.18,214.54,-0.855,-0.782,-0.072,ok
Lib_Tree_22.024,Collection,other,100.99,-11.6,29.424,29.352,0.072,ok
Lib_Tree_18.029,Collection,other,-216.0,89.47,2.832,2.902,-0.07,ok
Lib_Tree_19.026,Collection,other,-178.37,64.11,3.63,3.562,0.068,ok
Lib_Tree_19.029,Collection,other,-192.66,65.22,4.782,4.717,0.065,ok
POI_BrokenFenceA,Collection,C_rural,114.97,117.5,5.707,5.764,-0.057,ok
Lib_Tree_21.013,Collection,other,-53.19,-76.39,6.07,6.126,-0.056,ok
Lib_Tree_19.013,Collection,other,-135.21,-92.06,2.449,2.396,0.054,ok
Lib_Tree_19.037,Collection,other,-38.9,119.15,0.744,0.798,-0.054,ok
Lib_Tree_21.008,Collection,other,-210.05,-88.3,-0.09,-0.144,0.054,ok
Lib_Tree_23.002,Collection,other,30.32,74.49,8.69,8.744,-0.053,ok
Lib_Tree_02.040,Collection,other,33.23,-113.82,34.621,34.672,-0.051,ok
Rock_M11,Collection,other,99.16,-209.13,58.693,58.745,-0.051,ok
Rock_M15,Collection,other,201.96,-216.16,48.678,48.729,-0.05,ok
Rock_M41,Collection,other,73.24,-144.75,60.844,60.895,-0.05,ok
Lib_Tree_21.025,Collection,other,-186.34,207.43,1.862,1.911,-0.048,ok
Lib_Fence_01.003,Collection,C_rural,161.57,109.94,4.887,4.934,-0.047,ok
Lib_Fence_01.001,Collection,C_rural,138.49,115.62,4.513,4.559,-0.046,ok
Lib_Tree_20.021,Collection,other,-91.14,53.32,-0.173,-0.126,-0.046,ok
Lib_Tree_17.024,Collection,other,-2.99,-109.76,18.876,18.831,0.045,ok
Lib_Tree_19.020,Collection,other,-117.01,-12.11,0.099,0.144,-0.045,ok
Lib_Tree_19.031,Collection,other,-97.45,54.57,0.305,0.26,0.045,ok
Lib_Tree_19.032,Collection,other,-92.55,51.83,0.119,0.074,0.045,ok
Lib_Tree_21.011,Collection,other,-39.77,-70.15,7.645,7.689,-0.045,ok
POI_BrokenFenceB,Collection,C_rural,117.98,120.55,5.407,5.453,-0.045,ok
Rock_M03,Collection,other,96.47,-154.17,78.953,78.999,-0.045,ok
Lib_Tree_19.030,Collection,other,-102.96,203.31,0.115,0.073,0.043,ok
Lib_Tree_21.010,Collection,other,-109.67,-29.35,0.178,0.22,-0.043,ok
Lib_Tree_20.016,Collection,other,-143.76,-75.63,0.288,0.329,-0.041,ok
Lib_Tree_22.004,Collection,other,57.17,-97.68,45.017,44.976,0.041,ok
Lib_Tree_20.017,Collection,other,-80.0,3.21,1.304,1.263,0.04,ok
Lib_Tree_22.033,Collection,other,-116.66,59.16,0.917,0.957,-0.04,ok
Lib_Tree_18.012,Collection,other,-129.22,-41.54,-0.355,-0.316,-0.039,ok
Lib_Tree_19.033,Collection,other,-86.89,-42.21,0.868,0.829,0.039,ok
Lib_Tree_20.031,Collection,other,-151.54,80.82,-0.356,-0.319,-0.038,ok
Lib_Tree_22.018,Collection,other,-149.8,-139.15,0.496,0.462,0.034,ok
Lib_Tree_21.016,Collection,other,-120.39,-141.27,2.708,2.675,0.033,ok
Lib_Tree_23.008,Collection,other,-181.77,-119.16,-1.159,-1.192,0.033,ok
Lib_Tree_17.034,Collection,other,-20.33,-50.73,8.686,8.654,0.032,ok
Lib_Tree_17.033,Collection,other,-51.82,-59.15,3.976,3.945,0.031,ok
Rock_P06,Collection,other,16.6,72.63,7.825,7.794,0.031,ok
Lib_Rock_09.001,Collection,other,-73.14,39.94,0.314,0.284,0.03,ok
Lib_Tree_01.002,Collection,other,187.42,-119.16,81.502,81.473,0.03,ok
Lib_Tree_23.004,Collection,other,-153.14,-36.33,-1.662,-1.692,0.03,ok
Lib_Tree_23.021,Collection,other,-104.53,-57.59,2.032,2.062,-0.03,ok
Lib_Tree_22.022,Collection,other,101.94,-4.21,27.693,27.722,-0.029,ok
Lib_Tree_20.008,Collection,other,-213.81,-66.18,-0.309,-0.282,-0.028,ok
Lib_Tree_09.001,Collection,other,194.37,-90.07,59.073,59.099,-0.026,ok
Lib_Tree_22.032,Collection,other,-73.78,-67.97,2.836,2.862,-0.025,ok
Lib_Tree_23.007,Collection,other,-197.03,-111.24,-1.576,-1.602,0.025,ok
Lib_Tree_21.021,Collection,other,-110.44,-89.99,3.245,3.269,-0.024,ok
Lib_Tree_23.005,Collection,other,-18.26,-36.24,6.859,6.882,-0.023,ok
Lib_Shrub_07.002,Collection,A_crater,-108.7,165.63,-1.224,-1.202,-0.022,ok
Lib_Tree_22.005,Collection,other,-168.76,-111.06,0.935,0.913,0.022,ok
Rock_M19,Collection,other,101.41,-168.72,78.586,78.564,0.022,ok
Lib_Tree_17.013,Collection,other,24.8,-44.95,18.965,18.944,0.021,ok
Lib_Tree_17.032,Collection,other,-12.76,107.47,2.406,2.385,0.021,ok
Lib_Shrub_05.004,Collection,other,176.07,-154.3,107.889,107.908,-0.02,ok
Lib_Tree_19.003,Collection,A_crater,-99.83,152.18,-1.162,-1.142,-0.02,ok
Lib_Tree_23.020,Collection,other,-193.09,-55.03,-0.378,-0.358,-0.02,ok
Lib_Tree_02.023,Collection,other,-137.67,-157.48,-0.268,-0.249,-0.019,ok
Lib_Tree_02.039,Collection,other,-181.69,60.59,4.169,4.15,0.019,ok
Lib_Tree_18.003,Collection,other,-119.34,-28.94,0.002,0.021,-0.019,ok
Lib_Tree_23.017,Collection,other,-105.45,-46.2,1.237,1.256,-0.019,ok
Lib_Tree_23.028,Collection,other,-153.11,66.96,0.776,0.795,-0.019,ok
Lib_Tree_23.006,Collection,other,-135.76,-37.65,-0.784,-0.802,0.018,ok
Lib_Tree_23.031,Collection,other,-83.79,-102.8,5.757,5.775,-0.018,ok
Lib_Tree_12.002,Collection,other,-37.09,26.59,4.369,4.386,-0.017,ok
Lib_Tree_22.019,Collection,other,-80.49,-65.27,2.395,2.412,-0.017,ok
Lib_Tree_20.019,Collection,other,-176.8,-34.94,-1.829,-1.845,0.016,ok
Lib_Tree_23.026,Collection,other,-108.62,203.84,-0.149,-0.133,-0.016,ok
Lib_Tree_17.001,Collection,other,39.28,65.5,11.173,11.16,0.014,ok
Lib_Tree_19.005,Collection,other,-116.79,-112.01,3.113,3.127,-0.014,ok
Lib_Tree_22.003,Collection,other,-130.67,45.58,2.414,2.428,-0.014,ok
Lib_Tree_22.014,Collection,other,-196.8,-98.49,-0.621,-0.634,0.013,ok
Lib_Tree_02.009,Collection,other,47.97,-103.54,40.847,40.859,-0.012,ok
Lib_Tree_17.035,Collection,other,14.29,100.42,5.705,5.693,0.012,ok
Lib_Tree_21.004,Collection,other,-193.03,-23.93,-1.574,-1.562,-0.012,ok
Lib_Tree_22.026,Collection,other,-101.12,-109.05,4.04,4.028,0.012,ok
Lib_Tree_22.016,Collection,other,-156.75,-38.83,-1.95,-1.961,0.011,ok
Lib_Tree_22.028,Collection,other,-106.11,56.1,0.765,0.776,-0.011,ok
Lib_Tree_23.027,Collection,other,-186.35,207.65,1.882,1.893,-0.011,ok
Lib_Tree_17.023,Collection,other,-76.27,-122.7,7.101,7.092,0.01,ok
Lib_Tree_18.016,Collection,other,-176.08,-36.91,-1.867,-1.857,-0.01,ok
Lib_Tree_19.021,Collection,other,-124.15,-108.79,3.038,3.047,-0.01,ok
Lib_Tree_21.020,Collection,other,-73.51,-36.12,0.648,0.659,-0.01,ok
Lib_Tree_22.008,Collection,other,-129.76,-36.06,-0.366,-0.377,0.01,ok
Lib_Tree_22.009,Collection,other,-145.8,-4.57,2.101,2.092,0.01,ok
Lib_Tree_23.019,Collection,other,-190.74,-86.77,0.063,0.053,0.01,ok
Lib_Tree_23.024,Collection,other,-91.99,-116.73,5.121,5.111,0.01,ok
Lib_Rock_05.004,Collection,other,172.64,-177.63,87.819,87.81,0.009,ok
Lib_Tree_02.025,Collection,other,-121.38,-152.41,2.391,2.4,-0.009,ok
Lib_Tree_06.045,Collection,other,-177.42,-0.98,0.698,0.706,-0.009,ok
Lib_Tree_17.025,Collection,other,-145.29,-62.81,-1.054,-1.063,0.009,ok
Lib_Tree_22.002,Collection,other,-79.75,32.83,0.632,0.641,-0.009,ok
Lib_Tree_22.027,Collection,other,-116.57,67.37,-0.022,-0.013,-0.009,ok
Lib_Tree_23.013,Collection,other,-95.96,-90.77,4.074,4.083,-0.009,ok
Lib_Tree_23.022,Collection,other,-15.29,-101.84,14.801,14.792,0.009,ok
Lib_Tree_02.024,Collection,other,-136.93,-131.73,2.208,2.216,-0.008,ok
Lib_Tree_07.003,Collection,other,175.82,-131.24,102.581,102.573,0.008,ok
Lib_Tree_22.012,Collection,other,-163.96,-36.99,-1.99,-1.998,0.008,ok
Lib_Tree_23.010,Collection,other,-184.21,-153.17,-3.467,-3.474,0.008,ok
Lib_Tree_23.023,Collection,other,-16.39,105.45,2.11,2.118,-0.008,ok
Lib_Tree_02.006,Collection,other,-127.33,43.52,2.508,2.501,0.007,ok
Lib_Tree_02.029,Collection,other,6.76,-101.51,22.175,22.182,-0.007,ok
Lib_Tree_02.030,Collection,other,-18.2,-94.07,13.909,13.917,-0.007,ok
Lib_Tree_06.020,Collection,other,-135.91,-141.44,1.438,1.446,-0.007,ok
Lib_Tree_17.010,Collection,other,-61.05,-105.65,8.374,8.367,0.007,ok
Lib_Tree_21.014,Collection,other,-131.26,-114.53,3.054,3.047,0.007,ok
Lib_Tree_21.015,Collection,other,-176.53,-35.44,-1.854,-1.847,-0.007,ok
Lib_Fence_01.002,Collection,C_rural,141.44,137.14,4.593,4.587,0.006,ok
Lib_Fence_04.001,Collection,C_rural,142.06,100.71,5.861,5.855,0.006,ok
Lib_Tree_02.016,Collection,other,-120.0,-140.23,2.738,2.744,-0.006,ok
Lib_Tree_03.027,Collection,other,-155.72,-15.31,0.564,0.57,-0.006,ok
Lib_Tree_06.030,Collection,other,5.54,-99.34,21.5,21.506,-0.006,ok
Lib_Tree_17.019,Collection,other,-131.0,-139.14,2.016,2.01,0.006,ok
Lib_Tree_20.020,Collection,other,-203.44,-22.97,-1.483,-1.477,-0.006,ok
Lib_Tree_23.018,Collection,other,-122.95,-88.54,2.695,2.701,-0.006,ok
Lib_Fence_02.001,Collection,C_rural,143.99,147.97,5.429,5.434,-0.005,ok
Lib_Fence_03.002,Collection,C_rural,137.48,134.38,4.421,4.427,-0.005,ok
Lib_Rock_07.008,Collection,other,137.87,-165.4,111.069,111.074,-0.005,ok
Lib_Shrub_05.003,Collection,other,104.89,100.19,7.382,7.376,0.005,ok
Lib_Tree_01.016,Collection,other,-142.58,-158.52,-1.114,-1.109,-0.005,ok
Lib_Tree_02.033,Collection,other,-175.03,82.0,1.775,1.771,0.005,ok
Lib_Tree_04.016,Collection,other,-178.6,-7.86,-0.156,-0.152,-0.005,ok
Lib_Tree_04.031,Collection,other,-184.14,-112.77,-0.952,-0.947,-0.005,ok
Lib_Tree_04.042,Collection,other,-145.78,-14.96,0.836,0.84,-0.005,ok
Lib_Tree_05.021,Collection,other,-81.92,-76.83,3.66,3.656,0.005,ok
Lib_Tree_06.003,Collection,other,50.46,-105.8,42.508,42.513,-0.005,ok
Lib_Tree_17.002,Collection,other,-178.16,2.64,1.054,1.049,0.005,ok
Lib_Tree_17.008,Collection,other,-179.45,-100.55,0.078,0.072,0.005,ok
Lib_Tree_17.015,Collection,other,-32.79,-59.9,7.675,7.67,0.005,ok
Lib_Tree_17.018,Collection,other,-74.15,-76.5,3.952,3.947,0.005,ok
Lib_Tree_17.026,Collection,other,-7.68,96.05,3.854,3.849,0.005,ok
Lib_Tree_22.020,Collection,other,-78.98,4.91,1.34,1.335,0.005,ok
Lib_Tree_22.021,Collection,other,-84.86,-4.08,0.889,0.884,0.005,ok
Rock_Old_098,Collection,E_bridge,-20.0,15.0,6.386,6.381,0.005,ok
Lib_Fence_03.001,Collection,C_rural,163.71,141.69,6.213,6.217,-0.004,ok
Lib_Fence_04.002,Collection,C_rural,149.51,109.32,4.676,4.673,0.004,ok
Lib_Tree_02.008,Collection,other,-200.54,-1.39,-0.534,-0.53,-0.004,ok
Lib_Tree_03.005,Collection,other,-146.92,50.92,2.135,2.132,0.004,ok
Lib_Tree_03.006,Collection,other,-190.04,84.59,2.883,2.879,0.004,ok
Lib_Tree_03.007,Collection,other,-139.22,61.18,0.926,0.921,0.004,ok
Lib_Tree_04.008,Collection,other,-166.13,-20.57,-0.672,-0.668,-0.004,ok
Lib_Tree_04.030,Collection,other,-188.33,-12.86,-1.176,-1.172,-0.004,ok
Lib_Tree_07.011,Collection,other,28.95,-130.26,32.321,32.325,-0.004,ok
Lib_Tree_09.020,Collection,other,-165.49,-122.25,0.64,0.636,0.004,ok
Lib_Tree_17.003,Collection,other,-70.16,-65.31,2.686,2.683,0.004,ok
Lib_Rock_08.004,Collection,other,97.93,-182.31,71.022,71.025,-0.003,ok
Lib_Tree_01.025,Collection,other,-172.06,45.93,3.767,3.764,0.003,ok
Lib_Tree_02.005,Collection,A_crater,-206.75,132.06,-0.901,-0.904,0.003,ok
Lib_Tree_02.010,Collection,other,-100.15,-121.09,4.189,4.192,-0.003,ok
Lib_Tree_02.026,Collection,other,-82.75,-9.42,0.862,0.865,-0.003,ok
Lib_Tree_02.027,Collection,other,-88.85,13.97,1.013,1.016,-0.003,ok
Lib_Tree_03.008,Collection,other,-145.64,47.99,2.41,2.407,0.003,ok
Lib_Tree_03.009,Collection,other,-153.01,-31.67,-1.292,-1.289,-0.003,ok
Lib_Tree_04.006,Collection,other,-148.1,64.92,0.74,0.736,0.003,ok
Lib_Tree_04.043,Collection,other,-125.5,-43.49,0.046,0.049,-0.003,ok
Lib_Tree_05.004,Collection,other,-152.11,-21.3,-0.1,-0.098,-0.003,ok
Lib_Tree_05.006,Collection,other,-173.19,1.29,1.345,1.348,-0.003,ok
Lib_Tree_06.002,Collection,other,-133.49,44.05,2.582,2.579,0.003,ok
Lib_Tree_07.009,Collection,other,51.83,-102.46,42.767,42.77,-0.003,ok
Lib_Tree_07.010,Collection,other,30.26,-128.5,33.12,33.124,-0.003,ok
Lib_Tree_09.003,Collection,other,-182.42,75.79,3.095,3.098,-0.003,ok
Lib_Tree_09.004,Collection,other,-184.21,72.34,3.567,3.57,-0.003,ok
Lib_Tree_17.030,Collection,other,-169.92,80.37,1.35,1.354,-0.003,ok
Bush_Old_171,Collection,other,28.08,65.14,9.804,9.806,-0.002,ok
Lib_Rock_06.003,Collection,C_rural,111.81,110.59,6.395,6.396,-0.002,ok
Lib_Rock_06.004,Collection,B_gorge,158.36,-145.93,114.633,114.635,-0.002,ok
Lib_Shrub_04.003,Collection,C_rural,141.34,141.43,4.836,4.838,-0.002,ok
Lib_Tree_01.003,Collection,other,-189.75,63.33,4.717,4.715,0.002,ok
Lib_Tree_01.008,Collection,other,-116.65,-158.2,2.92,2.922,-0.002,ok
Lib_Tree_01.012,Collection,other,-84.62,-13.73,0.671,0.673,-0.002,ok
Lib_Tree_01.017,Collection,other,-141.21,-125.39,2.554,2.556,-0.002,ok
Lib_Tree_01.018,Collection,other,-159.47,-96.42,1.556,1.554,0.002,ok
Lib_Tree_01.020,Collection,other,-143.74,74.3,-0.309,-0.31,0.002,ok
Lib_Tree_01.021,Collection,other,-120.92,215.9,-1.44,-1.442,0.002,ok
Lib_Tree_01.023,Collection,other,-153.12,67.34,0.765,0.762,0.002,ok
Lib_Tree_02.035,Collection,other,-202.46,70.86,4.516,4.514,0.002,ok
Lib_Tree_02.036,Collection,other,-202.07,70.53,4.54,4.539,0.002,ok
Lib_Tree_03.002,Collection,other,-71.76,32.88,0.791,0.789,0.002,ok
Lib_Tree_03.018,Collection,other,-150.2,-35.26,-1.493,-1.491,-0.002,ok
Lib_Tree_03.021,Collection,other,-5.49,-124.57,17.454,17.456,-0.002,ok
Lib_Tree_03.031,Collection,other,-8.68,-104.08,16.796,16.797,-0.002,ok
Lib_Tree_03.032,Collection,other,-185.78,-102.09,-0.452,-0.449,-0.002,ok
Lib_Tree_03.036,Collection,other,-46.66,-42.44,2.861,2.86,0.002,ok
Lib_Tree_04.025,Collection,other,-117.49,-71.52,2.274,2.275,-0.002,ok
Lib_Tree_04.026,Collection,other,-89.66,-6.62,0.578,0.58,-0.002,ok
Lib_Tree_04.029,Collection,other,97.43,13.23,23.766,23.765,0.002,ok
Lib_Tree_04.032,Collection,other,-119.81,-35.9,0.152,0.153,-0.002,ok
Lib_Tree_04.033,Collection,other,2.37,-85.03,18.636,18.638,-0.002,ok
Lib_Tree_04.034,Collection,other,-89.13,-43.46,0.943,0.941,0.002,ok
Lib_Tree_04.035,Collection,other,-174.9,81.73,1.78,1.779,0.002,ok
Lib_Tree_04.038,Collection,other,-197.52,80.26,3.677,3.676,0.002,ok
Lib_Tree_04.040,Collection,other,-106.35,55.81,0.816,0.814,0.002,ok
Lib_Tree_05.001,Collection,other,-70.5,-53.65,1.474,1.472,0.002,ok
Lib_Tree_05.005,Collection,other,-134.87,-156.82,0.251,0.253,-0.002,ok
Lib_Tree_05.013,Collection,other,-138.03,-19.34,0.282,0.285,-0.002,ok
Lib_Tree_05.023,Collection,other,-209.07,-117.73,-1.736,-1.734,-0.002,ok
Lib_Tree_06.001,Collection,A_crater,-170.62,109.59,-1.19,-1.191,0.002,ok
Lib_Tree_06.004,Collection,other,-108.34,49.98,1.361,1.359,0.002,ok
Lib_Tree_06.010,Collection,other,-105.97,-44.9,1.153,1.151,0.002,ok
Lib_Tree_06.022,Collection,other,-63.25,-14.47,1.341,1.342,-0.002,ok
Lib_Tree_06.032,Collection,other,-116.15,67.1,0.012,0.011,0.002,ok
Lib_Tree_07.028,Collection,other,-22.35,-109.89,12.93,12.932,-0.002,ok
Lib_Tree_09.008,Collection,other,-79.56,-136.17,6.269,6.267,0.002,ok
Lib_Tree_09.009,Collection,other,-172.92,-63.29,-1.285,-1.283,-0.002,ok
Lib_Tree_09.017,Collection,other,-141.83,-22.99,-0.077,-0.079,0.002,ok
Lib_Tree_09.018,Collection,other,-88.12,-132.47,5.507,5.504,0.002,ok
Lib_Tree_12.033,Collection,other,-164.05,68.18,1.583,1.585,-0.002,ok
Lib_Tree_16.004,Collection,other,40.85,-104.8,37.455,37.454,0.002,ok
Lib_Tree_16.007,Collection,other,28.19,-121.46,32.459,32.457,0.002,ok
Lib_Tree_17.011,Collection,other,-184.29,-72.89,-0.114,-0.112,-0.002,ok
Lib_Tree_17.021,Collection,other,-163.51,-75.47,-0.565,-0.567,0.002,ok
Lib_Tree_21.022,Collection,other,-214.76,68.94,3.724,3.722,0.002,ok
Lib_Fence_02.002,Collection,C_rural,122.84,122.74,5.116,5.117,-0.001,ok
Lib_Rock_05.003,Collection,other,105.98,-142.93,87.761,87.762,-0.001,ok
Lib_Rock_07.007,Collection,C_rural,129.3,122.14,4.808,4.807,0.001,ok
Lib_Shrub_04.004,Collection,C_rural,144.99,115.31,4.336,4.335,0.001,ok
Lib_Tree_01.006,Collection,other,-56.42,-52.48,2.504,2.503,0.001,ok
Lib_Tree_01.010,Collection,other,-137.3,-8.76,1.331,1.332,-0.001,ok
Lib_Tree_01.019,Collection,other,-97.75,-151.11,4.567,4.568,-0.001,ok
Lib_Tree_02.014,Collection,other,-55.29,-79.06,6.171,6.173,-0.001,ok
Lib_Tree_02.019,Collection,other,-200.93,-67.96,0.256,0.255,0.001,ok
Lib_Tree_02.037,Collection,other,-81.12,195.71,0.861,0.861,-0.001,ok
Lib_Tree_03.013,Collection,other,-118.98,-107.86,3.07,3.071,-0.001,ok
Lib_Tree_03.016,Collection,other,-138.09,-66.58,-0.047,-0.047,0.001,ok
Lib_Tree_03.019,Collection,other,-171.69,-88.15,0.321,0.32,0.001,ok
Lib_Tree_03.022,Collection,other,-53.19,-74.88,5.918,5.918,0.001,ok
Lib_Tree_03.026,Collection,other,-93.89,-43.38,1.023,1.022,0.001,ok
Lib_Tree_03.028,Collection,other,-155.47,-44.33,-2.161,-2.16,-0.001,ok
Lib_Tree_03.029,Collection,other,-100.72,-4.2,0.236,0.237,-0.001,ok
Lib_Tree_03.030,Collection,other,-114.01,-115.54,3.189,3.189,-0.001,ok
Lib_Tree_03.033,Collection,other,-151.84,81.26,-0.32,-0.321,0.001,ok
Lib_Tree_03.034,Collection,other,-158.59,64.95,1.349,1.348,0.001,ok
Lib_Tree_03.035,Collection,other,-88.05,-54.3,1.589,1.588,0.001,ok
Lib_Tree_04.002,Collection,other,36.28,80.28,8.462,8.461,0.001,ok
Lib_Tree_04.003,Collection,A_crater,-202.97,141.02,-1.093,-1.095,0.001,ok
Lib_Tree_04.004,Collection,other,-90.3,148.5,-0.858,-0.857,-0.001,ok
Lib_Tree_04.007,Collection,other,-36.16,131.16,1.36,1.362,-0.001,ok
